32325,31611,1666
117959,117048,1485
117959,119335,839
117959,121211,1125
177632,176871,1318
177632,180838,1503
200172,153550,1735
200172,201976,886
210657,163970,1584
210657,167740,891
287345,240637,1619
287345,242782,745
287345,245283,1634
354606,172443,1668
399525,217582,1671
399525,220071,728
399525,221656,1966
468766,286569,1791
468766,290451,983
497943,316067,1466
497943,318095,720
565292,247817,1701
565292,387177,649
603741,209734,1070
603741,288638,984
603741,289452,1330
674095,280105,1389
736089,341913,1533
736089,343944,969
736089,345325,1155
828014,434019,1185
828014,437963,699
852617,408702,1604
852617,460911,798
944509,316604,1839
944509,503717,1869
1039495,411855,1308
1039495,414336,920
1039495,415076,597
1074990,447420,1408
1167361,539633,1375
1167361,542024,910
1167361,542763,1607
1247654,458652,1452
1247654,624063,907
1309824,520794,1567
1309824,522793,615
1338710,549663,1312
1338710,553970,953
1418977,630041,1401
1418977,631892,916
1418977,633059,1581
1480365,567693,1656
1551145,497111,1371
1551145,640679,914
1551145,642011,1456
1578530,524503,1632
1578530,529242,1038
1645458,591258,1691
1645458,593737,518
1738163,497980,1328
1738163,688565,1393
1794798,554555,1520
1794798,556723,541
1794798,558174,1856
1862289,621803,1829
1889407,593920,1461
1889407,650968,960
1889407,652686,1931
1967699,515716,1522
1967699,675322,678
2046432,594238,1758
2046432,596572,737
2065014,612884,1394
2065014,616573,1329
2164919,712617,1694
2164919,715177,909
2164919,716172,910
2176980,699855,1571
2212110,735072,1304
2212110,736738,536
2212110,739218,898
2252974,693343,1493
2252974,779997,1021
2275077,715548,1553
2275077,717782,571
2317304,757869,1261
2317304,761587,1224
2392351,682087,1353
2392351,835085,594
2392351,835871,529
2413056,661453,1410
2497937,576324,1815
2497937,748014,704
2497937,749234,1571
2572177,650783,1474
2572177,655305,1367
2627509,705932,1380
2627509,708364,858
2716755,795108,1550
2716755,799228,1589
2731986,778952,1550
2731986,812682,843
2731986,814605,783
2765736,812963,1314
2840065,738059,1569
2840065,889752,808
2840065,891106,1334
2867716,765319,1572
2867716,768490,1649
2951476,680862,1307
2951476,851641,538
2990743,719903,1715
2990743,723756,1903
3005020,734287,1433
3005020,736830,926
3005020,738493,1988
3058028,680740,1069
3157594,780310,1227
3157594,782468,510
3157594,783418,941
3252560,684353,1509
3252560,878423,1239
3273850,706000,1177
3273850,708213,895
3313299,745489,1303
3313299,749377,1832
3337308,769282,1751
3337308,771495,774
3337308,773538,1295
3367667,738238,1548
3418171,788765,1242
3418171,790444,776
3418171,792765,601
3450129,756267,1321
3450129,824301,1791
3543649,849418,1635
3543649,851431,849
3619993,926163,1327
3619993,929050,802
3661589,967293,1766
3661589,970100,503
3661589,971502,888
3693753,934273,1749
3707368,920686,1398
3707368,950291,995
3707368,951790,995
3732595,946169,1194
3732595,950686,1326
3818007,859970,1553
3818007,1033692,564
3871809,913890,1250
3871809,917698,893
3924988,859775,1890
3924988,968782,961
3924988,970829,729
3995664,930690,1252
4054657,989757,1157
4054657,991637,987
4054657,993920,1170
4129999,1064778,1878
4129999,1068601,1796
4168909,1025363,1079
4168909,1106267,599
4236978,956803,1624
4236978,1097553,1698
4320162,1040072,1573
4320162,1042733,539
4320162,1043840,877
4360337,1080209,1702
4374844,1094956,1425
4374844,1096782,932
4374844,1098753,881
4407858,1060948,1538
4407858,1130979,582
4437407,1090588,1439
4437407,1092535,775
4473286,1053783,1581
4473286,1131010,1721
4513195,1093622,1556
4513195,1096243,528
4513195,1097848,971
4574494,1155320,1268
4606566,1122267,1630
4606566,1189697,796
4606566,1190884,1187
4632431,1096830,1472
4632431,1152990,1821
4666518,1130930,1487
4666518,1133255,719
4677052,1119666,1506
4677052,1144912,654
4750896,1193510,1652
4750896,1195925,981
4750896,1197377,1049
4826023,1268471,1589
4914257,1357044,1087
4914257,1358821,963
4914257,1360168,1419
4933170,1337297,1604
4933170,1380150,808
4970058,1300503,1488
4970058,1376024,960
5061920,1392506,1274
5061920,1396549,1322
5147227,1477455,1955
5147227,1480002,685
5147227,1482084,1176
5168788,1499173,1725
5262176,1404979,1797
5262176,1595336,881
5262176,1596239,701
5351221,1315912,1576
5351221,1498571,1470
5422194,1245121,1186
5422194,1388735,864
5494270,1317271,1161
5494270,1321052,654
5569009,1241917,1542
5569009,1393851,917
5569009,1395726,1089
5648432,1321087,1620
5658937,1331694,1721
5658937,1334446,986
5658937,1334902,1120
5698201,1370786,1775
5698201,1374030,1781
5773159,1294980,1715
5773159,1448297,554
5811832,1256208,1788
5811832,1337578,1267
5901472,1166619,1426
5901472,1348769,786
5901472,1349587,1891
5958518,1223979,1265
6026458,1291928,1432
6026458,1294320,903
6026458,1295490,1762
6095381,1360633,1734
6095381,1364494,1731
6156249,1299169,1577
6156249,1423490,636
6226755,1228295,1559
6226755,1373973,1892
6251890,1203289,1635
6251890,1255960,802
6251890,1256779,686
6339628,1291283,1280
6414812,1215349,1474
6414812,1368841,929
6414812,1369778,767
6439945,1240695,1159
6439945,1244313,1433
6492586,1187056,1642
6492586,1295650,926
6560263,1119601,1632
6560263,1258056,1966
6587501,1092529,1435
6587501,1149355,527
6587501,1150768,1323
6631417,1136057,1601
6665558,1170543,1363
6665558,1172455,564
6665558,1173596,767
6714925,1220034,1334
6714925,1224322,1615
6790338,1143915,1461
6790338,1297841,945
6860572,1213983,1435
6860572,1217583,1570
6896285,1177273,1562
6896285,1252028,516
6896285,1254176,1348
6966739,1247888,1412
7063200,1344289,1536
7063200,1346489,846
7063200,1348642,1955
7078997,1327925,1210
7078997,1363684,1353
7139840,1266719,1782
7139840,1391043,812
7160968,1245821,1564
7160968,1291559,845
7258343,1343233,1293
7258343,1345665,515
7258343,1346409,1104
7314347,1286429,1485
7331208,1303537,1363
7331208,1306005,593
7331208,1307054,1597
7386564,1358613,1546
7386564,1362949,1799
7424969,1397304,1134
7424969,1399747,565
7518591,1303151,1511
7518591,1494308,1771
7585530,1235834,1721
7585530,1372315,613
7585530,1373145,1471
7670252,1150022,2749
